time,x,y,z,Rx,Ry,Rz
0.0,0.0,0.0,25.0,0.0,0.0,0.7071067811865476
0.05,-0.029148190559192443,0.0447466598956594,25.02136358396993,0.0002660634315202875,-6.202717643327216e-05,0.7071291680625774
0.1,-0.07514175155628586,0.11101232713227954,25.041122426454933,0.0006811906176526904,-0.00015608789009940874,0.7071649492168485
0.15000000000000002,-0.1374456829851719,0.19522316042758786,25.055529348333067,0.0012350744563245182,-0.0002760080813241595,0.7072138944700823
0.2,-0.2166117509262239,0.2978154247493792,25.06418301532547,0.0019269810743171563,-0.00041675461605384994,0.7072762111969289
0.25,-0.31258999803151427,0.41929809530873,25.067453590234365,0.0027501960051072184,-0.0005709664906527291,0.7073515867131452
0.3,-0.42466561596932056,0.5581305902434721,25.06620820517776,0.0036909524646836544,-0.0007290149954216743,0.707439877606719
0.35,-0.5516241753018558,0.7099493992970334,25.0617615462223,0.004729361905075398,-0.0008795798989991569,0.7075420504016044
0.39999999999999997,-0.6918710842600097,0.8683738086447235,25.05567749466276,0.005840192743155078,-0.001010174014474732,0.7076607892699546
0.44999999999999996,-0.8434925015733032,1.0266702247533885,25.049474124311317,0.006993705611891923,-0.0011076787838277611,0.7078005987212723
0.49999999999999994,-1.0043129211978712,1.179077750904538,25.044405600528762,0.008157184428844411,-0.0011590854573563937,0.7079675278135729
0.5499999999999999,-1.1719770744963203,1.3210579589569487,25.041413461882655,0.009297247618145158,-0.001152469004597728,0.7081686475107934
0.6,-1.3440455786099497,1.4486892846112114,25.041196969159742,0.010382418766745023,-0.00107802398820928,0.7084113082234295
0.65,-1.518092931640708,1.5580723249557467,25.044287680821512,0.011385360622125773,-0.000928945871343842,0.7087022510880033
0.7000000000000001,-1.6918138579991457,1.6454559353417328,25.051052535410818,0.012284488950463206,-0.0007020286686359039,0.7090467460151777
0.7500000000000001,-1.8631499793441526,1.7080800439929575,25.061640419969706,0.013065030873990944,-0.00039797664805694136,0.7094478655757934
0.8000000000000002,-2.0304262714674337,1.745096148169831,25.075933592346757,0.013719655819076616,-2.148464329767679e-05,0.7099058482033933
0.8500000000000002,-2.192467062642512,1.7579089005747346,25.093562798518064,0.01424875962275559,0.0004188478345032958,0.7104174534929824
0.9000000000000002,-2.3486455473455146,1.7497525047352793,25.113967984146726,0.014660265159800272,0.0009107796772521217,0.7109753214127938
0.9500000000000003,-2.498848941624665,1.7249002709990946,25.136476269213503,0.014968914697316371,0.001438877295513909,0.7115674104888601
1.0000000000000002,-2.6433640031028154,1.6880607029541133,25.16035615440927,0.015195047820375493,0.001985180265525595,0.7121766103323783
1.0500000000000003,-2.7827099335174967,1.644219697389283,25.18483178249427,0.01536293688218126,0.0025300866948233954,0.712780637064756
1.1000000000000003,-2.917458770631593,1.5987484956776603,25.209074257773338,0.015498832980975692,0.003053400688719321,0.713352370117193
1.1500000000000004,-3.048084295826301,1.5573886065599627,25.232205772530918,0.015628938222697345,0.003535423151052279,0.7138608261746947
1.2000000000000004,-3.1748688506198306,1.5258799081347794,25.253345945692402,0.015777528575008963,0.003957950197257146,0.714272908746699
1.2500000000000004,-3.2978752371529927,1.5093287729292149,25.271700725405253,0.01596537566316194,0.004305094671932359,0.7145558806932887
1.3000000000000005,-3.416967822259741,1.5116265861675315,25.286663804825253,0.016208502822464207,0.004563929620699626,0.7146802444650693
1.3500000000000005,-3.5318540169758856,1.5351747431638478,25.29789106356405,0.016517245532116878,0.004724999844342158,0.7146225373200086
1.4000000000000006,-3.642119297794096,1.5809390496175364,25.305326492828428,0.016895614194396023,0.004782720038664269,0.7143675715125052
1.4500000000000006,-3.7472413304575296,1.6486510188738372,25.309185940957065,0.017341024385752125,0.0047356134167600185,0.7139098381582191
1.5000000000000007,-3.846583179718851,1.7369481736512493,25.30991910518685,0.017844477412273747,0.004586318465212476,0.7132539985286346
1.5500000000000007,-3.9393769437440156,1.843384209204839,25.308162460327793,0.01839121326400062,0.004341334273153381,0.7124145122545872
1.6000000000000008,-4.024716331073673,1.964409834766495,25.304680520759817,0.018961775843812582,0.004010543461703017,0.7114145187123063
1.6500000000000008,-4.101578792414723,2.0954854090095116,25.300288005302306,0.019533389357842677,0.0036065857176067247,0.710284160725251
1.7000000000000008,-4.168893071352541,2.231406851153206,25.29575788798087,0.020081559213033506,0.0031441350650993545,0.7090586066771052
1.7500000000000009,-4.225655440372441,2.3667854488712607,25.291736876927743,0.0205818310872715,0.002639099889150561,0.7077760390445899
1.800000000000001,-4.271080913798089,2.4965282677735727,25.28869027948558,0.02101161388912202,0.0021077670263032894,0.7064758310783896
1.850000000000001,-4.304762281344179,2.6161915672817395,25.28688699696545,0.02135193187281997,0.001565937809060952,0.7051970232585462
1.900000000000001,-4.3268052728618915,2.722181699653339,25.28641668630985,0.021588940004173798,0.0010281353229542726,0.703977099008483
1.950000000000001,-4.337913835419345,2.811869847321582,25.28722146186371,0.021715053361614018,0.0005069633437078974,0.7028509769884352
2.000000000000001,-4.339411443880578,2.883696457652634,25.289126919134105,0.021729592870378896,1.2668758353330676e-05,0.7018501223525965
2.0500000000000007,-4.33319714164519,2.9372793154191603,25.291866657319048,0.02163891024508304,-0.00044708087023383913,0.701001725265863
2.1000000000000005,-4.321645627330811,2.973467177232466,25.295100776013015,0.02145599921221555,-0.000867222047839468,0.7003279716970093
2.1500000000000004,-4.307467990899972,2.9942677993810585,25.29843200353737,0.021199637190658108,-0.0012451552748679586,0.6998454759575128
2.2,-4.293553425057694,3.002629485944307,25.301422103003134,0.020893129685140534,-0.0015804739609492403,0.6995649399936325
